sleeper_player_id,first_name,last_name,full_name,position,nfl_team,number,status,injury_status
2503,A.J.,Derby,A.J. Derby,TE,,81,Inactive,
7074,A.J.,Hines,A.J. Hines,RB,,,Inactive,NA
6664,A.J.,Ouellette,A.J. Ouellette,RB,,1,Active,
6373,A.J.,Richardson,A.J. Richardson,WR,,0,Active,
2701,AJ,Cruz,AJ Cruz,WR,,81,Inactive,
1226,AJ,Jenkins,AJ Jenkins,WR,,15,Inactive,
4683,Aaron,Bailey,Aaron Bailey,QB,BAL,8,Active,
3368,Aaron,Burbridge,Aaron Burbridge,WR,,13,Inactive,
1365,Aaron,Dobson,Aaron Dobson,WR,,83,Injured Reserve,
3471,Aaron,Green,Aaron Green,RB,,36,Inactive,
516,Aaron,Hernandez,Aaron Hernandez,TE,,81,Inactive,
5772,Aaron,Lacombe,Aaron Lacombe,WR,,0,Inactive,
2019,Aaron,Murray,Aaron Murray,QB,,7,Inactive,
4384,Aaron,Peck,Aaron Peck,TE,,86,Active,
2698,Abou,Toure,Abou Toure,RB,,38,Inactive,
8190,Abram,Smith,Abram Smith,RB,,41,Active,
6187,Aca'Cedric,Ware,Aca'Cedric Ware,RB,,33,Active,
1450,Ace,Sanders,Ace Sanders,WR,,18,Inactive,
6491,Adam,Choice,Adam Choice,RB,,38,Active,
3033,Adam,Drake,Adam Drake,WR,,0,Inactive,
3712,Adam,Fuehne,Adam Fuehne,TE,,86,Inactive,
2822,Adam,Humphries,Adam Humphries,WR,,27,Active,
4085,Adam,Shaheen,Adam Shaheen,TE,,80,Inactive,
4768,Adam,Zaruba,Adam Zaruba,TE,,80,Inactive,
5129,Adonis,Jennings,Adonis Jennings,WR,,13,Active,
2929,Adrian,Coxson,Adrian Coxson,WR,,0,Active,
7093,Adrian,Killins,Adrian Killins,RB,DEN,17,Inactive,
184,Adrian,Peterson,Adrian Peterson,RB,,21,Active,
1165,Adrien,Robinson,Adrien Robinson,TE,,85,Inactive,
12361,Aeneas,Dennis,Aeneas Dennis,QB,,,Active,
78,Ahmad,Bradshaw,Ahmad Bradshaw,RB,,44,Inactive,
4929,Ahmad,Fulwood,Ahmad Fulwood,WR,,0,Active,
7228,Ahmad,Wagner,Ahmad Wagner,WR,,2,Inactive,
2731,Akeem,Hunt,Akeem Hunt,RB,,35,Inactive,
4707,Akeem,Judd,Akeem Judd,RB,,36,Inactive,
5195,Akrum,Wadley,Akrum Wadley,RB,,38,Active,
4937,Al,Riles,Al Riles,WR,IND,3,Active,
1424,Alan,Bonner,Alan Bonner,WR,,16,Inactive,
919,Aldrick,Robinson,Aldrick Robinson,WR,,8,Inactive,
5385,Alec,Bloom,Alec Bloom,TE,,87,Active,
4307,Alek,Torgersen,Alek Torgersen,QB,,9,Active,
7235,Aleva,Hifo,Aleva Hifo,WR,,84,Active,
6031,Alex,Barnes,Alex Barnes,RB,,39,Active,
2225,Alex,Bayer,Alex Bayer,TE,,82,Inactive,
3935,Alex,Chisum,Alex Chisum,WR,,3,Inactive,
3327,Alex,Collins,Alex Collins,RB,,41,Active,
3824,Alex,Ellis,Alex Ellis,TE,,36,Active,
4733,Alex,Gray,Alex Gray,TE,,89,Inactive,
12340,Alex,Larson,Alex Larson,TE,,,Active,
661,Alex,Smith,Alex Smith,TE,,83,Inactive,
6381,Alexander,Hollins,Alexander Hollins,WR,,0,Active,
1944,Alfred,Blue,Alfred Blue,RB,,23,Inactive,
1170,Alfred,Morris,Alfred Morris,RB,,41,Active,
1984,Allen,Hurns,Allen Hurns,WR,MIA,8,Active,Questionable
942,Allen,Reisner,Allen Reisner,TE,,85,Inactive,
5802,Allenzae,Staggers,Allenzae Staggers,WR,,0,Active,
2766,Alonzo,Harris,Alonzo Harris,RB,,46,Inactive,
4494,Alonzo,Moore,Alonzo Moore,WR,,0,Inactive,
3420,Alonzo,Russell,Alonzo Russell,WR,,0,Inactive,
3811,Alstevis,Squirewell,Alstevis Squirewell,RB,,40,Active,
7540,Amari,Rodgers,Amari Rodgers,WR,,3,Active,
4626,Amba,Etta-Tawo,Amba Etta-Tawo,WR,,6,Active,
3606,Amir,Carlisle,Amir Carlisle,WR,,0,Active,
4928,Anas,Hasic,Anas Hasic,WR,,0,Active,
148,Andre,Caldwell,Andre Caldwell,WR,,17,Inactive,
2601,Andre,Davis,Andre Davis,WR,,14,Inactive,
2520,Andre,Debose,Andre Debose,WR,,9,Inactive,
1575,Andre,Ellington,Andre Ellington,RB,,32,Inactive,
940,Andre,Holmes,Andre Holmes,WR,,19,Inactive,
92,Andre,Johnson,Andre Johnson,WR,,81,Inactive,
5249,Andre,Levrone,Andre Levrone,WR,,16,Active,
6617,Andre,Lindsey,Andre Lindsey,WR,,0,Active,
627,Andre,Roberts,Andre Roberts,WR,,18,Active,
2088,Andre,Williams,Andre Williams,RB,,44,Inactive,
2683,Andrew,Franks,Andrew Franks,K,,3,Inactive,
2286,Andrew,Furney,Andrew Furney,K,,8,Inactive,
2756,Andrew,Gleichert,Andrew Gleichert,TE,,0,Active,
831,Andrew,Hawkins,Andrew Hawkins,WR,,16,Inactive,
6702,Andrew,Jacas,Andrew Jacas,K,,0,Inactive,
1111,Andrew,Luck,Andrew Luck,QB,,0,Injured Reserve,
8775,Andrew,Mevis,Andrew Mevis,K,,0,Active,
3948,Andrew,Opoku,Andrew Opoku,WR,,0,Inactive,
2125,Andrew,Peacock,Andrew Peacock,WR,,1,Inactive,
4832,Andrew,Price,Andrew Price,TE,,47,Active,
601,Andrew,Quarless,Andrew Quarless,TE,,49,Inactive,
2804,Andrew,Turzilli,Andrew Turzilli,WR,,2,Injured Reserve,
5156,Andrew,Vollert,Andrew Vollert,TE,,0,Active,
6703,Andrew,Wellock,Andrew Wellock,K,,0,Inactive,
173,Andy,Tanner,Andy Tanner,WR,,14,Inactive,
655,Anquan,Boldin,Anquan Boldin,WR,,81,Inactive,
2561,Anthony,Boone,Anthony Boone,QB,,3,Active,
3148,Anthony,Dable,Anthony Dable,WR,,16,Active,
1948,Anthony,Denham,Anthony Denham,TE,,49,Inactive,
727,Anthony,Dixon,Anthony Dixon,RB,,26,Inactive,
2971,Anthony,Ezeakunne,Anthony Ezeakunne,TE,,89,Inactive,
51,Anthony,Fasano,Anthony Fasano,TE,,80,Inactive,
4435,Anthony,Firkser,Anthony Firkser,TE,,85,Active,
6898,Anthony,Gordon,Anthony Gordon,QB,,10,Active,
12350,Anthony,Grant,Anthony Grant,RB,,,Active,
5929,Anthony,Johnson,Anthony Johnson,WR,,83,Active,
7424,Anthony,Jones,Anthony Jones,RB,,36,Active,
3593,Anthony,Kelly,Anthony Kelly,WR,,0,Active,
12786,Anthony,Landphere,Anthony Landphere,TE,,49,Active,
5612,Anthony,Mahoungou,Anthony Mahoungou,WR,,6,Active,
5358,Anthony,Manzo-Lewis,Anthony Manzo-Lewis,TE,,40,Active,
640,Anthony,McCoy,Anthony McCoy,TE,,85,Inactive,
4585,Anthony,Nash,Anthony Nash,WR,,3,Active,
5984,Anthony,Ratliff-Williams,Anthony Ratliff-Williams,WR,,0,Active,
8813,Anthony,Turner,Anthony Turner,WR,,0,Active,
6165,Antoine,Wesley,Antoine Wesley,WR,,88,Active,
609,Antone,Smith,Antone Smith,RB,,36,Inactive,
1928,Antonio,Andrews,Antonio Andrews,RB,,26,Inactive,
5310,Antonio,Callaway,Antonio Callaway,WR,,80,Active,
6906,Antonio,Gandy-Golden,Antonio Gandy-Golden,TE,,18,Active,
322,Antonio,Gates,Antonio Gates,TE,,0,Injured Reserve,
4468,Antony,Auclair,Antony Auclair,TE,,84,Active,
226,Antwaan,Randle El,Antwaan Randle El,WR,,82,Inactive,
2593,Antwan,Goodley,Antwan Goodley,WR,,14,Inactive,
3690,Antwane,Grant,Antwane Grant,WR,,82,Inactive,
4119,ArDarius,Stewart,ArDarius Stewart,WR,,18,Inactive,
669,Arian,Foster,Arian Foster,RB,,29,Inactive,
860,Armon,Binns,Armon Binns,WR,,14,Inactive,
618,Arrelious,Benn,Arrelious Benn,WR,,17,Inactive,
7227,Artavis,Pierce,Artavis Pierce,RB,,0,Active,
1827,Arthur,Lynch,Arthur Lynch,TE,,49,Inactive,
3031,Arthur,Williams,Arthur Williams,WR,,0,Inactive,
2254,Asante,Cleveland,Asante Cleveland,TE,,45,Inactive,
5130,Auden,Tate,Auden Tate,WR,,89,Active,
8215,Austin,Allen,Austin Allen,TE,,49,Active,
5286,Austin,Allen,Austin Allen,QB,,8,Active,
4931,Austin,Appleby,Austin Appleby,QB,,0,Active,
11491,Austin,Aune,Austin Aune,QB,,14,Active,
1200,Austin,Davis,Austin Davis,QB,,12,Inactive,
4358,Austin,Duke,Austin Duke,WR,,8,Active,
6396,Austin,Fort,Austin Fort,TE,,84,Active,
2584,Austin,Hill,Austin Hill,WR,,9,Inactive,
6873,Austin,Mack,Austin Mack,WR,,81,Active,
966,Austin,Pettis,Austin Pettis,WR,,18,Inactive,
5751,Austin,Roberts,Austin Roberts,TE,,42,Active,
2222,Austin,Seferian-Jenkins,Austin Seferian-Jenkins,TE,,88,Inactive,
12212,Austin,Stogner,Austin Stogner,TE,,,Active,
3953,Austin,Trainor,Austin Trainor,QB,,9,Inactive,
3878,Austin,Traylor,Austin Traylor,TE,,87,Inactive,
6553,Austin,Walter,Austin Walter,RB,,32,Active,Questionable
7579,Austin,Watkins,Austin Watkins,WR,,41,Active,
2908,Austin,Willis,Austin Willis,WR,,1,Inactive,
5796,Austin,Wolf,Austin Wolf,WR,,15,Inactive,
3007,Avius,Capers,Avius Capers,WR,,16,Inactive,
1584,B.J.,Daniels,B.J. Daniels,WR,,35,Inactive,
7951,B.J.,Emmons,B.J. Emmons,RB,,44,Active,
4515,B.J.,Johnson,B.J. Johnson,WR,,0,Active,
7885,Bailey,Gaither,Bailey Gaither,WR,,0,Active,
4744,Barrett,Burns,Barrett Burns,TE,BAL,0,Active,
4728,Bart,Houston,Bart Houston,QB,,8,Active,
502,Bear,Pascoe,Bear Pascoe,TE,,83,Inactive,
12314,Beau,Corrales,Beau Corrales,WR,,,Active,
2909,Beau,Gardner,Beau Gardner,TE,,0,Active,
3407,Beau,Sandland,Beau Sandland,TE,,85,Active,
2906,Bell,Braylon,Bell Braylon,WR,,0,Active,
8864,Ben,Beise,Ben Beise,TE,,0,Active,
12433,Ben,Bryant,Ben Bryant,QB,,,Active,
2907,Ben,Edwards,Ben Edwards,WR,,83,Inactive,
7288,Ben,Ellefson,Ben Ellefson,TE,,82,Active,
468,Ben,Hartsock,Ben Hartsock,TE,,88,Inactive,
5268,Ben,Johnson,Ben Johnson,TE,,0,Active,
2528,Ben,Koyack,Ben Koyack,TE,,83,Active,
2065,Ben,Malena,Ben Malena,RB,,33,Inactive,
3887,Ben,McCord,Ben McCord,TE,,49,Inactive,
243,Ben,Obomanu,Ben Obomanu,WR,,15,Inactive,
3873,Ben,Roberts,Ben Roberts,WR,,12,Inactive,
1004,Ben,Tate,Ben Tate,RB,,44,Inactive,
5820,BenJarvus,Green-Ellis,BenJarvus Green-Ellis,RB,,42,Inactive,NA
663,Benjamin,Watson,Benjamin Watson,TE,,0,Injured Reserve,
1564,Benny,Cunningham,Benny Cunningham,RB,,29,Inactive,
7048,Benny,LeMay,Benny LeMay,RB,CLE,16,Active,
3896,Benson,Browne,Benson Browne,TE,,82,Inactive,
1263,Bernard,Pierce,Bernard Pierce,RB,,30,Inactive,
2175,Bernard,Reedy,Bernard Reedy,WR,,18,Inactive,
8033,Bernhard,Seikovits,Bernhard Seikovits,TE,,47,Active,
450,Billy,Bajema,Billy Bajema,TE,,86,Inactive,
4650,Billy,Brown,Billy Brown,TE,,48,Active,
500,Billy,Cundiff,Billy Cundiff,K,,8,Inactive,
6939,Binjimen,Victor,Binjimen Victor,WR,,81,Active,
1937,Bishop,Sankey,Bishop Sankey,RB,,43,Inactive,
6088,Bisi,Johnson,Bisi Johnson,WR,,81,Inactive,Questionable
1214,Blair,Walsh,Blair Walsh,K,,0,Inactive,
1790,Blake,Annen,Blake Annen,TE,,86,Inactive,
1979,Blake,Bortles,Blake Bortles,QB,NO,6,Active,
5779,Blake,Jackson,Blake Jackson,WR,,0,Inactive,
5264,Blake,Mack,Blake Mack,TE,,88,Active,
2712,Blake,Renaud,Blake Renaud,RB,,49,Inactive,
3957,Blake,Sims,Blake Sims,QB,,25,Active,
5112,Bo,Scarbrough,Bo Scarbrough,RB,,40,Active,
1059,Bobby,Rainey,Bobby Rainey,RB,,31,Inactive,
4480,Bobo,Wilson,Bobo Wilson,WR,,85,Active,
3027,Boobie,Dixon,Boobie Dixon,RB,,0,Inactive,
4779,Bra'Lon,Cherry,Bra'Lon Cherry,WR,,88,Active,
4222,Brad,Kaaya,Brad Kaaya,QB,,9,Inactive,
287,Brad,Smith,Brad Smith,WR,,16,Inactive,
1481,Brad,Sorensen,Brad Sorensen,QB,,4,Inactive,
2803,Bradley,Marquez,Bradley Marquez,WR,,12,Inactive,
1269,Bradley,Sowell,Bradley Sowell,TE,,85,Active,
671,Brady,Quinn,Brady Quinn,QB,,7,Inactive,
3547,Braedon,Bowman,Braedon Bowman,TE,,83,Inactive,
3620,Bralon,Addison,Bralon Addison,WR,,89,Inactive,
2050,Branden,Oliver,Branden Oliver,RB,,40,Inactive,
1317,Brandon,Barden,Brandon Barden,TE,,85,Inactive,
4593,Brandon,Barnes,Brandon Barnes,TE,,86,Active,
1397,Brandon,Bogotay,Brandon Bogotay,K,,2,Inactive,
1034,Brandon,Bolden,Brandon Bolden,RB,,34,Active,
165,Brandon,Bostick,Brandon Bostick,TE,,0,Inactive,
3816,Brandon,Brown-Dukes,Brandon Brown-Dukes,RB,,38,Active,
3810,Brandon,Burks,Brandon Burks,RB,,26,Inactive,
2196,Brandon,Coleman,Brandon Coleman,WR,,16,Physically Unable to Perform,
2948,Brandon,Cottom,Brandon Cottom,RB,,42,Active,
6279,Brandon,Dillon,Brandon Dillon,TE,,46,Inactive,Questionable
3378,Brandon,Doughty,Brandon Doughty,QB,,7,Inactive,
496,Brandon,Gibson,Brandon Gibson,WR,,13,Inactive,
82,Brandon,Jacobs,Brandon Jacobs,RB,,34,Inactive,
3901,Brandon,Johnson,Brandon Johnson,RB,,39,Inactive,
613,Brandon,LaFell,Brandon LaFell,WR,,19,Inactive,
386,Brandon,Lloyd,Brandon Lloyd,WR,,84,Inactive,
648,Brandon,Marshall,Brandon Marshall,WR,,15,Inactive,
397,Brandon,Myers,Brandon Myers,TE,,82,Inactive,
465,Brandon,Pettigrew,Brandon Pettigrew,TE,,87,Injured Reserve,
7340,Brandon,Polk,Brandon Polk,WR,,0,Active,
5695,Brandon,Powell,Brandon Powell,WR,,4,Active,
4806,Brandon,Radcliff,Brandon Radcliff,RB,,37,Active,
4541,Brandon,Reilly,Brandon Reilly,WR,,83,Inactive,
3570,Brandon,Ross,Brandon Ross,RB,,0,Active,
3762,Brandon,Shippen,Brandon Shippen,WR,,12,Active,
6205,Brandon,Silvers,Brandon Silvers,QB,,0,Active,
740,Brandon,Stokley,Brandon Stokley,WR,,80,Inactive,
346,Brandon,Tate,Brandon Tate,WR,,87,Inactive,
1085,Brandon,Weeden,Brandon Weeden,QB,,3,Inactive,
2594,Brandon,Wegher,Brandon Wegher,RB,,32,Inactive,
3573,Brandon,Wilds,Brandon Wilds,RB,,35,Inactive,
3653,Brandon,Williams,Brandon Williams,TE,,85,Inactive,
4878,Brandon,Zylstra,Brandon Zylstra,WR,,13,Active,
3856,Braxton,Deaver,Braxton Deaver,TE,,48,Inactive,
3203,Braxton,Miller,Braxton Miller,WR,,12,Inactive,
11301,Braxton,Westfield,Braxton Westfield,WR,,13,Active,
11496,Braydon,Johnson,Braydon Johnson,WR,,15,Active,
2768,Braylon,Heard,Braylon Heard,RB,,,Active,
2044,Brelan,Chancellor,Brelan Chancellor,WR,,0,Active,
4130,Brendan,Langley,Brendan Langley,WR,,12,Inactive,
7858,Brenden,Knox,Brenden Knox,RB,,34,Active,
221,Brent,Celek,Brent Celek,TE,,87,Inactive,
1742,Brenton,Bersin,Brenton Bersin,WR,,11,Inactive,
2331,Breshad,Perriman,Breshad Perriman,WR,,9,Active,
462,Brett,Favre,Brett Favre,QB,,4,Inactive,
5287,Brian,Bridgewater,Brian Bridgewater,TE,,85,Inactive,
4569,Brian,Brown,Brian Brown,WR,,3,Active,
6629,Brian,Burt,Brian Burt,WR,,12,Active,
339,Brian,Hartline,Brian Hartline,WR,,83,Inactive,
4187,Brian,Hill,Brian Hill,RB,,36,Active,
345,Brian,Hoyer,Brian Hoyer,QB,,7,Active,
8055,Brian,Johnson,Brian Johnson,K,,16,Active,
355,Brian,Leonard,Brian Leonard,RB,,40,Inactive,
1468,Brian,Leonhardt,Brian Leonhardt,TE,,87,Inactive,
7008,Brian,Lewerke,Brian Lewerke,QB,,6,Active,
2653,Brian,Parker,Brian Parker,TE,,89,Inactive,
1208,Brian,Quick,Brian Quick,WR,,83,Inactive,
4815,Brian,Riley,Brian Riley,WR,,14,Active,
761,Brian,St Pierre,Brian St Pierre,QB,,6,Inactive,
1699,Brian,Tyms,Brian Tyms,WR,,81,Inactive,
2917,Brian,Vogler,Brian Vogler,TE,,0,Active,
11385,Brian,Walker,Brian Walker,TE,,84,Active,
1471,Brice,Butler,Brice Butler,WR,,17,Inactive,
7903,Briley,Moore,Briley Moore,TE,,82,Active,
4434,Brisly,Estime,Brisly Estime,WR,,3,Active,
1743,Brittan,Golden,Brittan Golden,WR,,83,Injured Reserve,
7418,Broc,Rutter,Broc Rutter,QB,,5,Active,
1126,Brock,Osweiler,Brock Osweiler,QB,,80,Injured Reserve,
5597,Brogan,Roback,Brogan Roback,QB,,0,Active,
2599,Bronson,Hill,Bronson Hill,RB,,36,Inactive,
7190,Bronson,Rechsteiner,Bronson Rechsteiner,RB,,34,Active,
6072,Bruce,Anderson,Bruce Anderson,RB,,35,Inactive,
2255,Bruce,Ellington,Bruce Ellington,WR,,12,Inactive,
393,Bruce,Gradkowski,Bruce Gradkowski,QB,,5,Inactive,
2567,Bryan,Bennett,Bryan Bennett,QB,,0,Active,
6870,Bryan,Edwards,Bryan Edwards,WR,,11,Active,
1009,Bryan,Walters,Bryan Walters,WR,,81,Injured Reserve,
5831,Bryant,Mitchell,Bryant Mitchell,WR,,16,Inactive,
5787,Bryce,Bobo,Bryce Bobo,WR,,13,Active,
1026,Bryce,Brown,Bryce Brown,RB,,36,Inactive,
2408,Bryce,Petty,Bryce Petty,QB,,14,Injured Reserve,
7353,Bryce,Sterk,Bryce Sterk,TE,,87,Inactive,
3797,Bryce,Treggs,Bryce Treggs,WR,,16,Inactive,
3561,Bryce,Williams,Bryce Williams,TE,,80,Active,
6926,Brycen,Hopkins,Brycen Hopkins,TE,,88,Active,
2007,Bryn,Renner,Bryn Renner,QB,,8,Inactive,
4184,Bucky,Hodges,Bucky Hodges,TE,,0,Active,
2502,Bud,Sasser,Bud Sasser,WR,,81,Active,
5271,Buddy,Howell,Buddy Howell,RB,,38,Active,
5817,Byron,Leftwich,Byron Leftwich,QB,,4,Inactive,
3491,Byron,Marshall,Byron Marshall,RB,,40,Inactive,
1451,C.J.,Anderson,C.J. Anderson,RB,,26,Active,
4344,C.J.,Board,C.J. Board,WR,,80,Active,Questionable
6501,C.J.,Conrad,C.J. Conrad,TE,,43,Active,
5734,C.J.,Duncan,C.J. Duncan,WR,,82,Active,
1951,C.J.,Fiedorowicz,C.J. Fiedorowicz,TE,,87,Inactive,
4798,C.J.,Germany,C.J. Germany,WR,,2,Active,
8068,C.J.,Saunders,C.J. Saunders,WR,,85,Active,
507,C.J.,Spiller,C.J. Spiller,RB,,26,Inactive,
6359,C.J.,Worton,C.J. Worton,WR,,7,Active,
7549,CJ,Marable,CJ Marable,RB,,37,Active,
8187,CJ,Verdell,CJ Verdell,RB,,0,Active,
8433,Cade,Brewer,Cade Brewer,TE,,0,Active,
12285,Cade,Peterson,Cade Peterson,QB,,,Active,
4621,Caleb,Bluiett,Caleb Bluiett,TE,,85,Active,
12399,Caleb,Chapman,Caleb Chapman,WR,,,Active,
317,Caleb,Hanie,Caleb Hanie,QB,,7,Inactive,
7741,Caleb,Huntley,Caleb Huntley,RB,,42,Active,
7176,Caleb,Repp,Caleb Repp,TE,,0,Active,
5223,Caleb,Scott,Caleb Scott,WR,TEN,83,Active,
8536,Caleb,Shudak,Caleb Shudak,K,,6,Active,
1358,Caleb,Sturgis,Caleb Sturgis,K,,6,Inactive,
6142,Caleb,Wilson,Caleb Wilson,TE,,0,Active,
8251,Calvin,Jackson,Calvin Jackson,WR,,9,Active,
240,Calvin,Johnson,Calvin Johnson,WR,,81,Inactive,
11229,Calvin,Tyler,Calvin Tyler,RB,,36,Active,
12086,Cam,Johnson,Cam Johnson,WR,,,Active,
5774,Cam,Serigne,Cam Serigne,TE,,86,Active,
5432,Cam,Sims,Cam Sims,WR,,87,Active,Questionable
7218,Cam,Sutton,Cam Sutton,TE,,0,Active,
2938,Cam,Worthy,Cam Worthy,WR,,0,Active,
12112,Camden,Lewis,Camden Lewis,K,,,Active,
2477,Cameron,Artis-Payne,Cameron Artis-Payne,RB,,34,Inactive,
5289,Cameron,Batson,Cameron Batson,WR,,16,Active,
2898,Cameron,Clear,Cameron Clear,TE,,0,Active,
1650,Cameron,Marshall,Cameron Marshall,RB,,38,Inactive,
2699,Cameron,Meredith,Cameron Meredith,WR,,1,Inactive,
4749,Cameron,Posey,Cameron Posey,WR,,9,Active,
7435,Cameron,Scarlett,Cameron Scarlett,RB,,0,Active,
3555,Canaan,Severin,Canaan Severin,WR,,83,Active,
5354,Canon,Rooker,Canon Rooker,K,,15,Inactive,
3210,Cardale,Jones,Cardale Jones,QB,,7,Inactive,
1804,Carey,Spear,Carey Spear,K,,1,Inactive,
4108,Carlos,Henderson,Carlos Henderson,WR,,11,Active,
4522,Carlton,Agudosi,Carlton Agudosi,WR,,14,Inactive,
534,Carlton,Mitchell,Carlton Mitchell,WR,,12,Inactive,
91,Carson,Palmer,Carson Palmer,QB,,3,Injured Reserve,
8158,Carson,Strong,Carson Strong,QB,,0,Active,
7376,Case,Cookus,Case Cookus,QB,,14,Active,
2637,Casey,Pierce,Casey Pierce,TE,,49,Inactive,
3447,Cayleb,Jones,Cayleb Jones,WR,,16,Active,
866,Cecil,Shorts,Cecil Shorts,WR,,10,Inactive,
6738,Cedric,Benson,Cedric Benson,RB,,32,Inactive,
3780,Cedric,O'Neal,Cedric O'Neal,RB,,0,Active,
659,Cedric,Peerman,Cedric Peerman,RB,,30,Inactive,
4175,Chad,Hansen,Chad Hansen,WR,,83,Active,
5237,Chad,Kanoff,Chad Kanoff,QB,,6,Inactive,
1109,Chandler,Harnish,Chandler Harnish,QB,,8,Inactive,
2687,Chandler,Worthy,Chandler Worthy,WR,,16,Inactive,
8624,Changa,Hodge,Changa Hodge,WR,,0,Active,
2024,Charcandrick,West,Charcandrick West,RB,,0,Injured Reserve,
6643,Charles,Holland,Charles Holland,WR,,0,Active,
1530,Charles,Johnson,Charles Johnson,WR,,84,Injured Reserve,
11102,Charles,McClelland,Charles McClelland,RB,,38,Active,
6487,Charles,Scarff,Charles Scarff,TE,,85,Inactive,
2223,Charles,Sims,Charles Sims,RB,,34,Injured Reserve,
6932,Charlie,Taumoepeau,Charlie Taumoepeau,TE,,43,Active,
698,Charlie,Whitehurst,Charlie Whitehurst,QB,,15,Inactive,
8182,Chase,Allen,Chase Allen,TE,,87,Active,
352,Chase,Coffman,Chase Coffman,TE,,85,Inactive,
11554,Chase,Cota,Chase Cota,WR,,13,Active,
490,Chase,Daniel,Chase Daniel,QB,,4,Active,
2272,Chase,Dixon,Chase Dixon,TE,,87,Inactive,
1739,Chase,Ford,Chase Ford,TE,,48,Inactive,
8431,Chase,Garbers,Chase Garbers,QB,,14,Active,
7481,Chase,Harrell,Chase Harrell,TE,,0,Active,
5263,Chase,Litton,Chase Litton,QB,,14,Active,
3940,Chase,Price,Chase Price,RB,,35,Inactive,
2145,Chase,Rettig,Chase Rettig,QB,,7,Inactive,
1704,Chase,Reynolds,Chase Reynolds,RB,,34,Inactive,
3582,Chester,Rogers,Chester Rogers,WR,,80,Active,
12046,Chevan,Cordeiro,Chevan Cordeiro,QB,,,Active,
6982,Cheyenne,O'Grady,Cheyenne O'Grady,TE,,0,Active,
12100,Chris,Autman-Bell,Chris Autman-Bell,WR,,,Active,
4874,Chris,Bazile,Chris Bazile,TE,,81,Active,
2058,Chris,Boyd,Chris Boyd,WR,,14,Inactive,
4004,Chris,Briggs,Chris Briggs,TE,,5,Inactive,
3486,Chris,Brown,Chris Brown,WR,,0,Active,
2381,Chris,Conley,Chris Conley,WR,,18,Active,
7794,Chris,Evans,Chris Evans,RB,,25,Active,
1201,Chris,Givens,Chris Givens,WR,,19,Inactive,
1347,Chris,Gragg,Chris Gragg,TE,,87,Inactive,
2721,Chris,Harper,Chris Harper,WR,,3,Inactive,
1595,Chris,Harper,Chris Harper,WR,,14,Inactive,
5009,Chris,Herndon,Chris Herndon,TE,,89,Active,
3802,Chris,Hubert,Chris Hubert,WR,,81,Inactive,
717,Chris,Ivory,Chris Ivory,RB,,33,Inactive,
272,Chris,Johnson,Chris Johnson,RB,,23,Inactive,
3609,Chris,King,Chris King,WR,,0,Active,
5661,Chris,Lacy,Chris Lacy,WR,,15,Active,Questionable
2292,Chris,Matthews,Chris Matthews,WR,,13,Injured Reserve,
6529,Chris,Myarick,Chris Myarick,TE,MIA,86,Active,
454,Chris,Ogbonnaya,Chris Ogbonnaya,RB,,26,Inactive,
1609,Chris,Pantale,Chris Pantale,TE,,86,Inactive,
1033,Chris,Polk,Chris Polk,RB,,22,Inactive,
7175,Chris,Rowland,Chris Rowland,WR,,0,Active,
11249,Chris,Smith,Chris Smith,RB,,34,Active,
1502,Chris,Thompson,Chris Thompson,RB,,0,Active,
4719,Chris,Thompson,Chris Thompson,WR,,0,Inactive,Questionable
5587,Chris,Warren,Chris Warren,RB,,34,Active,
5241,Christian,Blake,Christian Blake,WR,,39,Active,
3168,Christian,Hackenberg,Christian Hackenberg,QB,,0,Injured Reserve,
941,Christian,Ponder,Christian Ponder,QB,,15,Inactive,
3556,Christian,Powell,Christian Powell,RB,,,Active,
5468,Christian,Scotland-Williamson,Christian Scotland-Williamson,TE,,0,Active,
1596,Christine,Michael,Christine Michael,RB,,38,Inactive,
2682,Christion,Jones,Christion Jones,WR,,0,Inactive,
11146,Christopher,Dunn,Christopher Dunn,K,,15,Active,
5462,Christopher,Ezeala,Christopher Ezeala,RB,,45,Active,
1691,Chuck,Jacobs,Chuck Jacobs,WR,,85,Inactive,
1682,Cierre,Wood,Cierre Wood,RB,,41,Inactive,
2947,Clay,Burton,Clay Burton,TE,,0,Active,
584,Clay,Harbor,Clay Harbor,TE,,80,Inactive,
3924,Clayton,Echard,Clayton Echard,TE,,85,Inactive,
6625,Clayton,Hatfield,Clayton Hatfield,K,,0,Active,
5733,Clayton,Wilson,Clayton Wilson,TE,,86,Active,
2373,Clive,Walford,Clive Walford,TE,,0,Active,
804,Clyde,Gates,Clyde Gates,WR,,10,Inactive,
1390,Cobi,Hamilton,Cobi Hamilton,WR,,1,Inactive,
1107,Coby,Fleener,Coby Fleener,TE,,82,Inactive,
5269,Codey,McElroy,Codey McElroy,TE,,86,Active,Questionable
11523,Cody,Chrest,Cody Chrest,WR,,82,Active,
11284,Cody,Chrest,Cody Chrest,WR,,9,Active,
3355,Cody,Core,Cody Core,WR,,89,Active,Questionable
2576,Cody,Fajardo,Cody Fajardo,QB,,0,Active,
4420,Cody,Hollister,Cody Hollister,WR,,8,Active,Questionable
3205,Cody,Kessler,Cody Kessler,QB,,6,Active,
4738,Colby,Pearson,Colby Pearson,WR,,84,Active,
