week,sim_id,team_id,team_name,owner,total_points
16,140,1,Team 1,xavierking4,95.60615992392904
16,141,1,Team 1,xavierking4,79.21540270559184
16,142,1,Team 1,xavierking4,104.55662134842277
16,143,1,Team 1,xavierking4,101.92143340147918
16,144,1,Team 1,xavierking4,87.91289002330991
16,145,1,Team 1,xavierking4,117.6182080921729
16,146,1,Team 1,xavierking4,116.98823469798364
16,147,1,Team 1,xavierking4,170.9598284274113
16,148,1,Team 1,xavierking4,56.27292402899347
16,149,1,Team 1,xavierking4,112.83150329125314
16,150,1,Team 1,xavierking4,162.34278742928018
16,151,1,Team 1,xavierking4,107.00537557678825
16,152,1,Team 1,xavierking4,125.08061948311682
16,153,1,Team 1,xavierking4,116.55787087337626
16,154,1,Team 1,xavierking4,123.7758362573086
16,155,1,Team 1,xavierking4,118.43146730826855
16,156,1,Team 1,xavierking4,87.46278625153384
16,157,1,Team 1,xavierking4,104.70016726433934
16,158,1,Team 1,xavierking4,84.6520305235249
16,159,1,Team 1,xavierking4,111.74347617514432
16,160,1,Team 1,xavierking4,114.92196699838986
16,161,1,Team 1,xavierking4,88.9959946462751
16,162,1,Team 1,xavierking4,101.70407116909652
16,163,1,Team 1,xavierking4,118.46336241285444
16,164,1,Team 1,xavierking4,92.25182472585625
16,165,1,Team 1,xavierking4,139.48389307676942
16,166,1,Team 1,xavierking4,68.90992835970697
16,167,1,Team 1,xavierking4,91.94409920996817
16,168,1,Team 1,xavierking4,121.72400770614308
16,169,1,Team 1,xavierking4,125.26137666251583
16,170,1,Team 1,xavierking4,90.76063504138732
16,171,1,Team 1,xavierking4,93.97445373430145
16,172,1,Team 1,xavierking4,109.53432568999352
16,173,1,Team 1,xavierking4,97.74133845072679
16,174,1,Team 1,xavierking4,138.0704358855817
16,175,1,Team 1,xavierking4,100.34834774359176
16,176,1,Team 1,xavierking4,85.0202735779201
16,177,1,Team 1,xavierking4,83.27537254153316
16,178,1,Team 1,xavierking4,182.01803015722805
16,179,1,Team 1,xavierking4,86.37540917155579
16,180,1,Team 1,xavierking4,123.34042088906313
16,181,1,Team 1,xavierking4,98.7917370932529
16,182,1,Team 1,xavierking4,100.11637293604083
16,183,1,Team 1,xavierking4,111.04370932131826
16,184,1,Team 1,xavierking4,100.54170678258193
16,185,1,Team 1,xavierking4,100.80372751584494
16,186,1,Team 1,xavierking4,139.58509718378434
16,187,1,Team 1,xavierking4,146.537476525422
16,188,1,Team 1,xavierking4,129.8199908804712
16,189,1,Team 1,xavierking4,93.1911415981404
16,190,1,Team 1,xavierking4,109.4351004267764
16,191,1,Team 1,xavierking4,148.0656007230529
16,192,1,Team 1,xavierking4,166.2840632108086
16,193,1,Team 1,xavierking4,117.30350790146186
16,194,1,Team 1,xavierking4,147.83708350952207
16,195,1,Team 1,xavierking4,138.5613488495889
16,196,1,Team 1,xavierking4,99.66617420252625
16,197,1,Team 1,xavierking4,92.94794132287103
16,198,1,Team 1,xavierking4,79.15479062459185
16,199,1,Team 1,xavierking4,84.50553011734384
16,200,1,Team 1,xavierking4,124.52920237829491
16,201,1,Team 1,xavierking4,159.46803818015636
16,202,1,Team 1,xavierking4,124.1907649814809
16,203,1,Team 1,xavierking4,100.78935352496839
16,204,1,Team 1,xavierking4,92.69710174064907
16,205,1,Team 1,xavierking4,85.7232287759922
16,206,1,Team 1,xavierking4,105.62082160542172
16,207,1,Team 1,xavierking4,100.13850426063648
16,208,1,Team 1,xavierking4,123.12983858243598
16,209,1,Team 1,xavierking4,95.26092473866761
16,210,1,Team 1,xavierking4,116.43165618047229
16,211,1,Team 1,xavierking4,106.77335571600847
16,212,1,Team 1,xavierking4,157.01379527671543
16,213,1,Team 1,xavierking4,106.390444098531
16,214,1,Team 1,xavierking4,99.40041878067014
16,215,1,Team 1,xavierking4,111.45231745170067
16,216,1,Team 1,xavierking4,129.20076971176206
16,217,1,Team 1,xavierking4,143.52271409828128
16,218,1,Team 1,xavierking4,111.98161304035591
16,219,1,Team 1,xavierking4,104.17197362465546
16,220,1,Team 1,xavierking4,56.219940691948196
16,221,1,Team 1,xavierking4,144.61199515233278
16,222,1,Team 1,xavierking4,100.17164568576727
16,223,1,Team 1,xavierking4,101.42239796457005
16,224,1,Team 1,xavierking4,117.40501317369944
16,225,1,Team 1,xavierking4,137.20334844272938
16,226,1,Team 1,xavierking4,96.43503767939647
16,227,1,Team 1,xavierking4,92.38776018622482
16,228,1,Team 1,xavierking4,113.257878165462
16,229,1,Team 1,xavierking4,105.03813499917281
16,230,1,Team 1,xavierking4,146.16918215052877
16,231,1,Team 1,xavierking4,93.20602824759425
16,232,1,Team 1,xavierking4,124.74577027919551
16,233,1,Team 1,xavierking4,119.59399291617778
16,234,1,Team 1,xavierking4,154.11893570547994
16,235,1,Team 1,xavierking4,114.15692193367552
16,236,1,Team 1,xavierking4,149.10506812357653
16,237,1,Team 1,xavierking4,112.21662736624046
16,238,1,Team 1,xavierking4,98.9980221673253
16,239,1,Team 1,xavierking4,90.89223087614661
16,240,1,Team 1,xavierking4,117.6938763138711
16,241,1,Team 1,xavierking4,99.23082943231603
16,242,1,Team 1,xavierking4,70.88615578780951
16,243,1,Team 1,xavierking4,107.74504522714558
16,244,1,Team 1,xavierking4,104.66283637022495
16,245,1,Team 1,xavierking4,86.67787288801736
16,246,1,Team 1,xavierking4,118.63493459031164
16,247,1,Team 1,xavierking4,112.81634633579849
16,248,1,Team 1,xavierking4,113.44956490877766
16,249,1,Team 1,xavierking4,82.0840022436832
16,250,1,Team 1,xavierking4,113.48885449731516
16,251,1,Team 1,xavierking4,112.3669460210881
16,252,1,Team 1,xavierking4,114.8603225950977
16,253,1,Team 1,xavierking4,103.07708005025319
16,254,1,Team 1,xavierking4,115.79479402940939
16,255,1,Team 1,xavierking4,98.15518123847903
16,256,1,Team 1,xavierking4,122.79636801839739
16,257,1,Team 1,xavierking4,140.24439799027846
16,258,1,Team 1,xavierking4,174.42555238011556
16,259,1,Team 1,xavierking4,78.08698475896601
16,260,1,Team 1,xavierking4,118.15094557678309
16,261,1,Team 1,xavierking4,113.34934300009401
16,262,1,Team 1,xavierking4,66.24379993553428
16,263,1,Team 1,xavierking4,93.79282824316168
16,264,1,Team 1,xavierking4,90.09066322243645
16,265,1,Team 1,xavierking4,109.24641392084315
16,266,1,Team 1,xavierking4,91.0735892080356
16,267,1,Team 1,xavierking4,90.58703080048222
16,268,1,Team 1,xavierking4,96.79803306689419
16,269,1,Team 1,xavierking4,112.45448899425834
16,270,1,Team 1,xavierking4,152.7571648814068
16,271,1,Team 1,xavierking4,72.86286766389902
16,272,1,Team 1,xavierking4,168.17474188492045
16,273,1,Team 1,xavierking4,137.24307380166476
16,274,1,Team 1,xavierking4,136.23568717157693
16,275,1,Team 1,xavierking4,115.70427669861765
16,276,1,Team 1,xavierking4,136.64021303962417
16,277,1,Team 1,xavierking4,129.47367673056712
16,278,1,Team 1,xavierking4,107.01682046381792
16,279,1,Team 1,xavierking4,120.79302390647332
16,280,1,Team 1,xavierking4,107.78750998203284
16,281,1,Team 1,xavierking4,105.53317038512085
16,282,1,Team 1,xavierking4,158.34828221481857
16,283,1,Team 1,xavierking4,127.85566674384576
16,284,1,Team 1,xavierking4,109.20550432169014
16,285,1,Team 1,xavierking4,90.99298926177946
16,286,1,Team 1,xavierking4,158.77982912607345
16,287,1,Team 1,xavierking4,102.1070161820109
16,288,1,Team 1,xavierking4,118.32144168457143
16,289,1,Team 1,xavierking4,95.51741774366513
16,290,1,Team 1,xavierking4,171.1242948948152
16,291,1,Team 1,xavierking4,67.21265569147855
16,292,1,Team 1,xavierking4,109.22499404650588
16,293,1,Team 1,xavierking4,82.85515196641605
16,294,1,Team 1,xavierking4,121.4166314805307
16,295,1,Team 1,xavierking4,86.40495141000812
16,296,1,Team 1,xavierking4,143.8874499455195
16,297,1,Team 1,xavierking4,110.89727030820742
16,298,1,Team 1,xavierking4,141.50885981260146
16,299,1,Team 1,xavierking4,106.27626862625716
16,300,1,Team 1,xavierking4,87.13939535151555
16,301,1,Team 1,xavierking4,153.25567004449405
16,302,1,Team 1,xavierking4,121.23187232140927
16,303,1,Team 1,xavierking4,113.01281030478953
16,304,1,Team 1,xavierking4,81.99186777525225
16,305,1,Team 1,xavierking4,118.5315166913876
16,306,1,Team 1,xavierking4,160.5433916506479
16,307,1,Team 1,xavierking4,85.69316528053592
16,308,1,Team 1,xavierking4,94.73536382519889
16,309,1,Team 1,xavierking4,92.47790649941837
16,310,1,Team 1,xavierking4,104.6532592615002
16,311,1,Team 1,xavierking4,122.32129906961218
16,312,1,Team 1,xavierking4,155.96691125020592
16,313,1,Team 1,xavierking4,117.67864594943069
16,314,1,Team 1,xavierking4,124.83828421535705
16,315,1,Team 1,xavierking4,80.17288921584012
16,316,1,Team 1,xavierking4,95.79753901389947
16,317,1,Team 1,xavierking4,81.79732174252328
16,318,1,Team 1,xavierking4,98.654624303594
16,319,1,Team 1,xavierking4,148.21159194781208
16,320,1,Team 1,xavierking4,156.95704429295176
16,321,1,Team 1,xavierking4,180.00105915108097
16,322,1,Team 1,xavierking4,113.16998810207379
16,323,1,Team 1,xavierking4,113.97442871147831
16,324,1,Team 1,xavierking4,111.92650083712051
16,325,1,Team 1,xavierking4,84.50902517507176
16,326,1,Team 1,xavierking4,109.14265388538449
16,327,1,Team 1,xavierking4,157.71357660766398
16,328,1,Team 1,xavierking4,102.11911903859082
16,329,1,Team 1,xavierking4,136.95521491744927
16,330,1,Team 1,xavierking4,85.11525578445105
16,331,1,Team 1,xavierking4,125.77384960577817
16,332,1,Team 1,xavierking4,142.00334565675627
16,333,1,Team 1,xavierking4,113.88083675200276
16,334,1,Team 1,xavierking4,134.5004749462513
16,335,1,Team 1,xavierking4,87.60671825451236
16,336,1,Team 1,xavierking4,135.40861541534497
16,337,1,Team 1,xavierking4,109.04593004010316
16,338,1,Team 1,xavierking4,85.9424030838964
16,339,1,Team 1,xavierking4,136.91420134931892
16,340,1,Team 1,xavierking4,143.60159710990322
16,341,1,Team 1,xavierking4,101.11134917040621
16,342,1,Team 1,xavierking4,88.20569922433253
16,343,1,Team 1,xavierking4,117.85760885802992
16,344,1,Team 1,xavierking4,122.53128414186953
16,345,1,Team 1,xavierking4,107.6814263908722
16,346,1,Team 1,xavierking4,102.15392062935642
16,347,1,Team 1,xavierking4,71.05649627837701
16,348,1,Team 1,xavierking4,87.306726670041
16,349,1,Team 1,xavierking4,127.5697881562546
16,350,1,Team 1,xavierking4,119.75580052151288
16,351,1,Team 1,xavierking4,94.31348915187854
16,352,1,Team 1,xavierking4,122.1135706668854
16,353,1,Team 1,xavierking4,71.09184254654218
16,354,1,Team 1,xavierking4,95.10093061502393
16,355,1,Team 1,xavierking4,120.041069323589
16,356,1,Team 1,xavierking4,92.30899130037665
16,357,1,Team 1,xavierking4,92.72581191596876
16,358,1,Team 1,xavierking4,154.28227438752583
16,359,1,Team 1,xavierking4,115.59992515015509
16,360,1,Team 1,xavierking4,108.9997424589687
16,361,1,Team 1,xavierking4,78.38916927482074
16,362,1,Team 1,xavierking4,117.04729053420141
16,363,1,Team 1,xavierking4,128.6625444959817
16,364,1,Team 1,xavierking4,106.76334054778444
16,365,1,Team 1,xavierking4,98.84716301900805
16,366,1,Team 1,xavierking4,120.40532903351564
16,367,1,Team 1,xavierking4,115.19483380889264
16,368,1,Team 1,xavierking4,92.74369602714583
16,369,1,Team 1,xavierking4,107.87129820212378
16,370,1,Team 1,xavierking4,134.27619821678076
16,371,1,Team 1,xavierking4,84.15973056790077
16,372,1,Team 1,xavierking4,116.25506469456609
16,373,1,Team 1,xavierking4,92.06008787362279
16,374,1,Team 1,xavierking4,74.58001860970202
16,375,1,Team 1,xavierking4,81.88282032204181
16,376,1,Team 1,xavierking4,105.0590664937048
16,377,1,Team 1,xavierking4,133.99953936986836
16,378,1,Team 1,xavierking4,95.75668155953745
16,379,1,Team 1,xavierking4,112.65338027966469
16,380,1,Team 1,xavierking4,139.24589798621807
16,381,1,Team 1,xavierking4,124.95160966448509
16,382,1,Team 1,xavierking4,100.25750684143763
16,383,1,Team 1,xavierking4,99.82471546837785
16,384,1,Team 1,xavierking4,140.3041403950618
16,385,1,Team 1,xavierking4,121.88483841408627
16,386,1,Team 1,xavierking4,119.84006939650682
16,387,1,Team 1,xavierking4,174.64359810557028
16,388,1,Team 1,xavierking4,192.5097111518453
16,389,1,Team 1,xavierking4,128.4579676108793
16,390,1,Team 1,xavierking4,128.8732038613362
16,391,1,Team 1,xavierking4,77.55398567523481
16,392,1,Team 1,xavierking4,109.10902907469499
16,393,1,Team 1,xavierking4,127.27489707744238
16,394,1,Team 1,xavierking4,107.51100836654274
16,395,1,Team 1,xavierking4,69.6173084183532
16,396,1,Team 1,xavierking4,88.75847671182417
16,397,1,Team 1,xavierking4,123.51469289380904
16,398,1,Team 1,xavierking4,121.40652344617682
16,399,1,Team 1,xavierking4,93.36124786034995
16,400,1,Team 1,xavierking4,110.02828805686352
16,401,1,Team 1,xavierking4,122.4279940723078
16,402,1,Team 1,xavierking4,145.01736823637987
16,403,1,Team 1,xavierking4,104.62209149322152
16,404,1,Team 1,xavierking4,104.81129129465073
16,405,1,Team 1,xavierking4,132.97807777037903
16,406,1,Team 1,xavierking4,90.19429023236826
16,407,1,Team 1,xavierking4,97.58518611476805
16,408,1,Team 1,xavierking4,141.95367707082139
16,409,1,Team 1,xavierking4,76.5932088026218
16,410,1,Team 1,xavierking4,86.84588472164185
16,411,1,Team 1,xavierking4,108.73934448064558
16,412,1,Team 1,xavierking4,96.38460485552834
16,413,1,Team 1,xavierking4,116.6869811061863
16,414,1,Team 1,xavierking4,100.26159440791814
16,415,1,Team 1,xavierking4,102.20126245207416
16,416,1,Team 1,xavierking4,109.9500095025553
16,417,1,Team 1,xavierking4,85.55099993682718
16,418,1,Team 1,xavierking4,151.32725937930834
16,419,1,Team 1,xavierking4,141.95335823251824
16,420,1,Team 1,xavierking4,111.91674063310207
16,421,1,Team 1,xavierking4,141.06092530566679
16,422,1,Team 1,xavierking4,81.85204439586903
16,423,1,Team 1,xavierking4,95.68764632716983
16,424,1,Team 1,xavierking4,94.65653766550538
16,425,1,Team 1,xavierking4,113.28027097372141
16,426,1,Team 1,xavierking4,86.14684104705037
16,427,1,Team 1,xavierking4,107.6118994737565
16,428,1,Team 1,xavierking4,79.99575934929152
16,429,1,Team 1,xavierking4,109.50171614320772
16,430,1,Team 1,xavierking4,83.26163967142158
16,431,1,Team 1,xavierking4,86.97749782044478
16,432,1,Team 1,xavierking4,126.84998208284318
16,433,1,Team 1,xavierking4,87.28435856985114
16,434,1,Team 1,xavierking4,88.08302853586966
16,435,1,Team 1,xavierking4,77.00224266077578
16,436,1,Team 1,xavierking4,138.19549378343882
16,437,1,Team 1,xavierking4,130.6254262669937
16,438,1,Team 1,xavierking4,130.13948413371048
16,439,1,Team 1,xavierking4,236.14966090354724
16,440,1,Team 1,xavierking4,130.7259723877285
16,441,1,Team 1,xavierking4,92.19217484326728
16,442,1,Team 1,xavierking4,109.37268943473035
16,443,1,Team 1,xavierking4,77.84880736624788
16,444,1,Team 1,xavierking4,98.6769370905889
16,445,1,Team 1,xavierking4,137.84271055040384
16,446,1,Team 1,xavierking4,109.188408233767
16,447,1,Team 1,xavierking4,120.4210314374966
16,448,1,Team 1,xavierking4,124.35334289867558
16,449,1,Team 1,xavierking4,191.89827737398736
16,450,1,Team 1,xavierking4,139.16767199226118
16,451,1,Team 1,xavierking4,114.51546607340472
16,452,1,Team 1,xavierking4,143.28474860479574
16,453,1,Team 1,xavierking4,119.4381338215034
16,454,1,Team 1,xavierking4,123.1919048034481
16,455,1,Team 1,xavierking4,104.94124968087029
16,456,1,Team 1,xavierking4,114.06779782827303
16,457,1,Team 1,xavierking4,100.7852708764634
16,458,1,Team 1,xavierking4,146.35166811202345
16,459,1,Team 1,xavierking4,83.8249298587068
16,460,1,Team 1,xavierking4,103.0002343537985
16,461,1,Team 1,xavierking4,152.72394800162175
16,462,1,Team 1,xavierking4,92.94075738203206
16,463,1,Team 1,xavierking4,100.96465610260569
16,464,1,Team 1,xavierking4,103.71922673474923
16,465,1,Team 1,xavierking4,76.6852111380673
16,466,1,Team 1,xavierking4,159.42866185643692
16,467,1,Team 1,xavierking4,75.45212030914513
16,468,1,Team 1,xavierking4,145.5217125319979
16,469,1,Team 1,xavierking4,120.5979790627568
16,470,1,Team 1,xavierking4,116.60531263672334
16,471,1,Team 1,xavierking4,148.52283598004357
16,472,1,Team 1,xavierking4,150.04330608211393
16,473,1,Team 1,xavierking4,103.42262138539412
16,474,1,Team 1,xavierking4,86.12753609936487
16,475,1,Team 1,xavierking4,135.1829035251864
16,476,1,Team 1,xavierking4,104.11622063138125
16,477,1,Team 1,xavierking4,155.30056069359424
16,478,1,Team 1,xavierking4,148.74022099450931
16,479,1,Team 1,xavierking4,87.02293124491798
16,480,1,Team 1,xavierking4,83.58044857338209
16,481,1,Team 1,xavierking4,99.49666313237452
16,482,1,Team 1,xavierking4,121.56515363032211
16,483,1,Team 1,xavierking4,122.01416398064414
16,484,1,Team 1,xavierking4,149.91416288591236
16,485,1,Team 1,xavierking4,118.40086658821099
16,486,1,Team 1,xavierking4,98.67889081170865
16,487,1,Team 1,xavierking4,150.37831005165057
16,488,1,Team 1,xavierking4,103.41133081667951
16,489,1,Team 1,xavierking4,120.94342826455244
16,490,1,Team 1,xavierking4,82.04250004086457
16,491,1,Team 1,xavierking4,121.74747568223566
16,492,1,Team 1,xavierking4,102.81355007094841
16,493,1,Team 1,xavierking4,92.70380327788986
16,494,1,Team 1,xavierking4,118.26130216973165
16,495,1,Team 1,xavierking4,81.03262359400286
16,496,1,Team 1,xavierking4,140.35481959794993
16,497,1,Team 1,xavierking4,98.57446138330276
16,498,1,Team 1,xavierking4,115.28699203946611
16,499,1,Team 1,xavierking4,168.09404564785837
16,500,1,Team 1,xavierking4,98.15370380514746
16,501,1,Team 1,xavierking4,114.94462591981778
16,502,1,Team 1,xavierking4,107.67076757861469
16,503,1,Team 1,xavierking4,92.25703769964407
16,504,1,Team 1,xavierking4,102.63565225788902
16,505,1,Team 1,xavierking4,148.02800817016828
16,506,1,Team 1,xavierking4,90.99732308348955
16,507,1,Team 1,xavierking4,98.5500336344398
16,508,1,Team 1,xavierking4,80.3070849197232
16,509,1,Team 1,xavierking4,95.4586377924827
16,510,1,Team 1,xavierking4,95.83144357078857
16,511,1,Team 1,xavierking4,88.62527320147683
16,512,1,Team 1,xavierking4,94.52260927577473
16,513,1,Team 1,xavierking4,86.75504128159523
16,514,1,Team 1,xavierking4,90.5905391708851
16,515,1,Team 1,xavierking4,93.49096989984992
16,516,1,Team 1,xavierking4,107.70415423783511
16,517,1,Team 1,xavierking4,106.33195599620271
16,518,1,Team 1,xavierking4,113.92959180400574
16,519,1,Team 1,xavierking4,86.31521328191478
16,520,1,Team 1,xavierking4,158.03816402886378
16,521,1,Team 1,xavierking4,123.36937418080075
16,522,1,Team 1,xavierking4,108.00618763036822
16,523,1,Team 1,xavierking4,213.26638531344489
16,524,1,Team 1,xavierking4,96.15211858004447
16,525,1,Team 1,xavierking4,136.5316665718449
16,526,1,Team 1,xavierking4,105.82099591376348
16,527,1,Team 1,xavierking4,120.04793738900622
16,528,1,Team 1,xavierking4,88.25752515134043
16,529,1,Team 1,xavierking4,115.23506494936578
16,530,1,Team 1,xavierking4,126.03382657098054
16,531,1,Team 1,xavierking4,133.9078570641099
16,532,1,Team 1,xavierking4,94.57102425307488
16,533,1,Team 1,xavierking4,121.68335915384871
16,534,1,Team 1,xavierking4,117.81778513621403
16,535,1,Team 1,xavierking4,155.69998402626794
16,536,1,Team 1,xavierking4,80.43814174985512
16,537,1,Team 1,xavierking4,76.32831736783342
16,538,1,Team 1,xavierking4,104.08731534602455
16,539,1,Team 1,xavierking4,121.7141781119159
16,540,1,Team 1,xavierking4,130.8062102096539
16,541,1,Team 1,xavierking4,109.04429854898062
16,542,1,Team 1,xavierking4,106.5585459282247
16,543,1,Team 1,xavierking4,101.21285885231794
16,544,1,Team 1,xavierking4,110.26973604968128
16,545,1,Team 1,xavierking4,106.06785445056582
16,546,1,Team 1,xavierking4,132.39336040205282
16,547,1,Team 1,xavierking4,85.64142266989593
16,548,1,Team 1,xavierking4,146.80860830281443
16,549,1,Team 1,xavierking4,94.50491779913557
16,550,1,Team 1,xavierking4,75.70668378175243
16,551,1,Team 1,xavierking4,85.6059638383154
16,552,1,Team 1,xavierking4,88.35213986618255
16,553,1,Team 1,xavierking4,123.98951088777868
16,554,1,Team 1,xavierking4,142.98020680045903
16,555,1,Team 1,xavierking4,71.55425391643499
16,556,1,Team 1,xavierking4,177.5896079396406
16,557,1,Team 1,xavierking4,190.64007557650945
