id,source_website,week,player_first_name,player_last_name,position,projected_points,created_at,updated_at,team
26507,fanduel.com,Week 14,Keleki,Latu,TE,1.78,2025-12-03 01:55:37,2025-12-03 03:57:34,BUF
17863,fanduel.com,Week 11,Tank,Bigsby,RB,1.77,2025-11-13 05:21:22,2025-11-13 05:21:22,PHI
19021,fanduel.com,Week 12,Jeremy,Ruckert,TE,1.77,2025-11-20 17:52:44,2025-11-20 18:02:18,NYJ
26508,fanduel.com,Week 14,Charlie,Jones,WR,1.77,2025-12-03 01:55:37,2025-12-03 03:57:34,CIN
25401,fanduel.com,Week 13,Charlie,Jones,WR,1.75,2025-11-26 18:38:36,2025-11-26 18:38:36,CIN
25402,fanduel.com,Week 13,Konata,Mumpfield,WR,1.75,2025-11-26 18:38:36,2025-11-26 18:38:36,LAR
25403,fanduel.com,Week 13,Kendrick,Bourne,WR,1.75,2025-11-26 18:38:36,2025-11-26 18:38:36,SF
14963,fanduel.com,Week 10,Andrew,Beck,RB,1.74,2025-11-07 00:48:09,2025-11-07 00:48:09,NYJ
14964,fanduel.com,Week 10,Harrison,Bryant,TE,1.74,2025-11-07 00:48:09,2025-11-07 00:48:09,HOU
26509,fanduel.com,Week 14,Tank,Bigsby,RB,1.74,2025-12-03 01:55:37,2025-12-03 03:57:34,PHI
14965,fanduel.com,Week 10,Mitchell,Evans,TE,1.73,2025-11-07 00:48:09,2025-11-07 00:48:09,CAR
17864,fanduel.com,Week 11,Jeremy,Ruckert,TE,1.71,2025-11-13 05:21:22,2025-11-13 05:21:22,NYJ
