team_id,team_name,owner,line,over_prob,over_odds,under_prob,under_odds,push_count
3,Team 3,amir812,129.95,0.5,-100,0.5,-100,0
10,Team 10,monkeyman966699696,116.96,0.5001,-100,0.4999,+100,0
8,Team 8,sahirsyed30,114.87,0.49992,+100,0.50008,-100,0
6,Team 6,Jibraan,111.64,0.49992,+100,0.50008,-100,0
5,Team 5,TBK41,109.53,0.49996,+100,0.50004,-100,0
1,Team 1,xavierking4,106.34,0.49998,+100,0.50002,-100,0
2,Team 2,asadrafique,105.85,0.49998,+100,0.50002,-100,0
12,Team 12,sfaizi24,102.22,0.49988,+100,0.50012,-100,0
