sleeper_player_id,match_method,source_website,week,player_first_name,player_last_name,position,team,projected_points,created_at
4034,automatic,fanduel.com,Week 12,Christian,McCaffrey,RB,SF,30.34,2025-11-20 18:03:39
9226,automatic,espn.com,Week 11,De'Von,Achane,RB,MIA,27.9,2025-11-20 18:03:39
4034,automatic,espn.com,Week 11,Christian,McCaffrey,RB,SF,26.6,2025-11-20 18:03:39
4034,automatic,espn.com,Week 12,Christian,McCaffrey,RB,SF,26.1,2025-11-20 18:03:39
4984,automatic,sleeper.com,Week 11,Josh,Allen,QB,BUF,26.0,2025-11-20 18:03:39
4984,automatic,sleeper.com,Week 12,Josh,Allen,QB,BUF,25.9,2025-11-20 18:03:39
6904,automatic,sleeper.com,Week 12,Jalen,Hurts,QB,PHI,25.7,2025-11-20 18:03:39
4984,automatic,sleeper.com,Week 10,Josh,Allen,QB,BUF,25.6,2025-11-20 18:03:39
11564,automatic,sleeper.com,Week 12,Drake,Maye,QB,NE,25.3,2025-11-20 18:03:39
4034,automatic,sleeper.com,Week 12,Christian,McCaffrey,RB,SF,25.2,2025-11-20 18:03:39
4881,automatic,sleeper.com,Week 10,Lamar,Jackson,QB,BAL,25.1,2025-11-20 18:03:39
4881,automatic,sleeper.com,Week 12,Lamar,Jackson,QB,BAL,25.1,2025-11-20 18:03:39
11564,automatic,espn.com,Week 12,Drake,Maye,QB,NE,25.1,2025-11-20 18:03:39
4034,automatic,fantasypros.com,Week 12,Christian,McCaffrey,RB,SF,25.1,2025-11-20 18:03:39
4984,automatic,fantasypros.com,Week 11,Josh,Allen,QB,BUF,25.0,2025-11-20 18:03:39
4046,automatic,sleeper.com,Week 12,Patrick,Mahomes,QB,KC,24.9,2025-11-20 18:03:39
4881,automatic,sleeper.com,Week 11,Lamar,Jackson,QB,BAL,24.6,2025-11-20 18:03:39
11564,automatic,fantasypros.com,Week 11,Drake,Maye,QB,NE,24.5,2025-11-20 18:03:39
4034,automatic,espn.com,Week 10,Christian,McCaffrey,RB,SF,24.4,2025-11-20 18:03:39
4034,automatic,sleeper.com,Week 10,Christian,McCaffrey,RB,SF,24.2,2025-11-20 18:03:39
12508,automatic,sleeper.com,Week 10,Jaxson,Dart,QB,NYG,24.1,2025-11-20 18:03:39
4984,automatic,fantasypros.com,Week 10,Josh,Allen,QB,BUF,24.1,2025-11-20 18:03:39
6904,automatic,sleeper.com,Week 11,Jalen,Hurts,QB,PHI,24.1,2025-11-20 18:03:39
6904,automatic,fantasypros.com,Week 11,Jalen,Hurts,QB,PHI,24.0,2025-11-20 18:03:39
4034,automatic,sleeper.com,Week 11,Christian,McCaffrey,RB,SF,23.9,2025-11-20 18:03:39
4034,automatic,firstdown.studio,Week 11,C.,McCaffrey,RB,SF,23.9,2025-11-20 18:03:39
6813,automatic,sleeper.com,Week 12,Jonathan,Taylor,RB,IND,23.9,2025-11-20 18:03:39
4881,automatic,fanduel.com,Week 12,Lamar,Jackson,QB,BAL,23.9,2025-11-20 18:03:39
9493,automatic,sleeper.com,Week 10,Puka,Nacua,WR,LAR,23.7,2025-11-20 18:03:39
4881,automatic,espn.com,Week 10,Lamar,Jackson,QB,BAL,23.6,2025-11-20 18:03:39
9226,automatic,sleeper.com,Week 11,De'Von,Achane,RB,MIA,23.5,2025-11-20 18:03:39
4881,automatic,fantasypros.com,Week 11,Lamar,Jackson,QB,BAL,23.5,2025-11-20 18:03:39
11564,automatic,fantasypros.com,Week 12,Drake,Maye,QB,NE,23.5,2025-11-20 18:03:39
9226,automatic,fanduel.com,Week 11,De'Von,Achane,RB,MIA,23.43,2025-11-20 18:03:39
4034,automatic,fanduel.com,Week 11,Christian,McCaffrey,RB,SF,23.42,2025-11-20 18:03:39
12508,automatic,espn.com,Week 10,Jaxson,Dart,QB,NYG,23.4,2025-11-20 18:03:39
4881,automatic,fanduel.com,Week 10,Lamar,Jackson,QB,BAL,23.28,2025-11-20 18:03:39
4984,automatic,fanduel.com,Week 10,Josh,Allen,QB,BUF,23.16,2025-11-20 18:03:39
9488,automatic,sleeper.com,Week 10,Jaxon,Smith-Njigba,WR,SEA,23.1,2025-11-20 18:03:39
9493,automatic,espn.com,Week 10,Puka,Nacua,WR,LAR,23.1,2025-11-20 18:03:39
11564,automatic,sleeper.com,Week 11,Drake,Maye,QB,NE,23.1,2025-11-20 18:03:39
4034,automatic,fantasypros.com,Week 10,Christian,McCaffrey,RB,SF,23.0,2025-11-20 18:03:39
4984,automatic,firstdown.studio,Week 10,Josh,Allen,QB,BUF,23.0,2025-11-20 18:03:39
6797,automatic,fantasypros.com,Week 11,Justin,Herbert,QB,LAC,23.0,2025-11-20 18:03:39
8183,automatic,sleeper.com,Week 12,Brock,Purdy,QB,SF,23.0,2025-11-20 18:03:39
6797,automatic,sleeper.com,Week 11,Justin,Herbert,QB,LAC,22.9,2025-11-20 18:03:39
9488,automatic,espn.com,Week 11,Jaxon,Smith-Njigba,WR,SEA,22.9,2025-11-20 18:03:39
6813,automatic,sleeper.com,Week 10,Jonathan,Taylor,RB,IND,22.7,2025-11-20 18:03:39
6904,automatic,sleeper.com,Week 10,Jalen,Hurts,QB,PHI,22.6,2025-11-20 18:03:39
4984,automatic,espn.com,Week 10,Josh,Allen,QB,BUF,22.5,2025-11-20 18:03:39
4034,automatic,firstdown.studio,Week 10,C.,McCaffrey,RB,SF,22.5,2025-11-20 18:03:39
5850,automatic,espn.com,Week 11,Josh,Jacobs,RB,GB,22.5,2025-11-20 18:03:39
3294,automatic,fantasypros.com,Week 11,Dak,Prescott,QB,DAL,22.5,2025-11-20 18:03:39
9488,automatic,fanduel.com,Week 12,Jaxon,Smith-Njigba,WR,SEA,22.48,2025-11-20 18:03:39
4046,automatic,sleeper.com,Week 11,Patrick,Mahomes,QB,KC,22.4,2025-11-20 18:03:39
11564,automatic,espn.com,Week 11,Drake,Maye,QB,NE,22.4,2025-11-20 18:03:39
9226,automatic,firstdown.studio,Week 11,De'Von,Achane,RB,MIA,22.4,2025-11-20 18:03:39
9221,automatic,sleeper.com,Week 12,Jahmyr,Gibbs,RB,DET,22.4,2025-11-20 18:03:39
6904,automatic,espn.com,Week 12,Jalen,Hurts,QB,PHI,22.4,2025-11-20 18:03:39
11564,automatic,fanduel.com,Week 12,Drake,Maye,QB,NE,22.38,2025-11-20 18:03:39
7547,automatic,espn.com,Week 10,Amon-Ra,St. Brown,WR,DET,22.3,2025-11-20 18:03:39
4881,automatic,fantasypros.com,Week 10,Lamar,Jackson,QB,BAL,22.3,2025-11-20 18:03:39
7564,automatic,espn.com,Week 11,Ja'Marr,Chase,WR,CIN,22.3,2025-11-20 18:03:39
4034,automatic,fanduel.com,Week 10,Christian,McCaffrey,RB,SF,22.27,2025-11-20 18:03:39
4984,automatic,fanduel.com,Week 11,Josh,Allen,QB,BUF,22.25,2025-11-20 18:03:39
11564,automatic,sleeper.com,Week 10,Drake,Maye,QB,NE,22.2,2025-11-20 18:03:39
9493,automatic,sleeper.com,Week 11,Puka,Nacua,WR,LAR,22.2,2025-11-20 18:03:39
3294,automatic,sleeper.com,Week 11,Dak,Prescott,QB,DAL,22.1,2025-11-20 18:03:39
4881,automatic,fantasypros.com,Week 12,Lamar,Jackson,QB,BAL,22.1,2025-11-20 18:03:39
9509,automatic,fanduel.com,Week 10,Bijan,Robinson,RB,ATL,22.06,2025-11-20 18:03:39
9488,automatic,sleeper.com,Week 11,Jaxon,Smith-Njigba,WR,SEA,22.0,2025-11-20 18:03:39
4046,automatic,fantasypros.com,Week 11,Patrick,Mahomes II,QB,KC,22.0,2025-11-20 18:03:39
9509,automatic,fanduel.com,Week 12,Bijan,Robinson,RB,ATL,21.97,2025-11-20 18:03:39
11564,automatic,fanduel.com,Week 11,Drake,Maye,QB,NE,21.95,2025-11-20 18:03:39
4892,automatic,sleeper.com,Week 10,Baker,Mayfield,QB,TB,21.9,2025-11-20 18:03:39
9488,automatic,espn.com,Week 10,Jaxon,Smith-Njigba,WR,SEA,21.9,2025-11-20 18:03:39
7564,automatic,firstdown.studio,Week 11,Ja'Marr,Chase,WR,CIN,21.9,2025-11-20 18:03:39
9509,automatic,sleeper.com,Week 11,Bijan,Robinson,RB,ATL,21.8,2025-11-20 18:03:39
9221,automatic,fantasypros.com,Week 12,Jahmyr,Gibbs,RB,DET,21.8,2025-11-20 18:03:39
9493,automatic,firstdown.studio,Week 10,Puka,Nacua,WR,LAR,21.7,2025-11-20 18:03:39
4984,automatic,firstdown.studio,Week 11,Josh,Allen,QB,BUF,21.7,2025-11-20 18:03:39
3294,automatic,sleeper.com,Week 12,Dak,Prescott,QB,DAL,21.7,2025-11-20 18:03:39
9509,automatic,espn.com,Week 12,Bijan,Robinson,RB,ATL,21.7,2025-11-20 18:03:39
6904,automatic,espn.com,Week 11,Jalen,Hurts,QB,PHI,21.6,2025-11-20 18:03:39
12508,automatic,sleeper.com,Week 12,Jaxson,Dart,QB,NYG,21.6,2025-11-20 18:03:39
4984,automatic,fantasypros.com,Week 12,Josh,Allen,QB,BUF,21.6,2025-11-20 18:03:39
6813,automatic,fanduel.com,Week 10,Jonathan,Taylor,RB,IND,21.59,2025-11-20 18:03:39
4984,automatic,fanduel.com,Week 12,Josh,Allen,QB,BUF,21.56,2025-11-20 18:03:39
7547,automatic,sleeper.com,Week 10,Amon-Ra,St. Brown,WR,DET,21.5,2025-11-20 18:03:39
11564,automatic,fantasypros.com,Week 10,Drake,Maye,QB,NE,21.5,2025-11-20 18:03:39
1373,automatic,sleeper.com,Week 11,Geno,Smith,QB,LV,21.5,2025-11-20 18:03:39
4892,automatic,sleeper.com,Week 11,Baker,Mayfield,QB,TB,21.5,2025-11-20 18:03:39
421,automatic,fantasypros.com,Week 11,Matthew,Stafford,QB,LAR,21.5,2025-11-20 18:03:39
5870,automatic,sleeper.com,Week 10,Daniel,Jones,QB,IND,21.4,2025-11-20 18:03:39
9221,automatic,sleeper.com,Week 10,Jahmyr,Gibbs,RB,DET,21.4,2025-11-20 18:03:39
6904,automatic,espn.com,Week 10,Jalen,Hurts,QB,PHI,21.4,2025-11-20 18:03:39
9226,automatic,espn.com,Week 10,De'Von,Achane,RB,MIA,21.4,2025-11-20 18:03:39
4046,automatic,espn.com,Week 12,Patrick,Mahomes,QB,KC,21.4,2025-11-20 18:03:39
9226,automatic,fanduel.com,Week 10,De'Von,Achane,RB,MIA,21.34,2025-11-20 18:03:39
3163,automatic,sleeper.com,Week 10,Jared,Goff,QB,DET,21.3,2025-11-20 18:03:39
6813,automatic,espn.com,Week 10,Jonathan,Taylor,RB,IND,21.3,2025-11-20 18:03:39
11564,automatic,firstdown.studio,Week 11,Drake,Maye,QB,NE,21.3,2025-11-20 18:03:39
9488,automatic,espn.com,Week 12,Jaxon,Smith-Njigba,WR,SEA,21.3,2025-11-20 18:03:39
9493,automatic,fanduel.com,Week 10,Puka,Nacua,WR,LAR,21.28,2025-11-20 18:03:39
4881,automatic,fanduel.com,Week 11,Lamar,Jackson,QB,BAL,21.24,2025-11-20 18:03:39
4881,automatic,firstdown.studio,Week 10,Lamar,Jackson,QB,BAL,21.2,2025-11-20 18:03:39
8183,automatic,sleeper.com,Week 11,Brock,Purdy,QB,SF,21.2,2025-11-20 18:03:39
4881,automatic,espn.com,Week 12,Lamar,Jackson,QB,BAL,21.2,2025-11-20 18:03:39
11563,automatic,sleeper.com,Week 10,Bo,Nix,QB,DEN,21.1,2025-11-20 18:03:39
9488,automatic,fantasypros.com,Week 10,Jaxon,Smith-Njigba,WR,SEA,21.1,2025-11-20 18:03:39
8138,automatic,espn.com,Week 10,James,Cook,RB,BUF,21.0,2025-11-20 18:03:39
4892,automatic,fantasypros.com,Week 11,Baker,Mayfield,QB,TB,21.0,2025-11-20 18:03:39
9221,automatic,espn.com,Week 12,Jahmyr,Gibbs,RB,DET,21.0,2025-11-20 18:03:39
6813,automatic,fantasypros.com,Week 12,Jonathan,Taylor,RB,IND,21.0,2025-11-20 18:03:39
9493,automatic,fantasypros.com,Week 12,Puka,Nacua,WR,LAR,21.0,2025-11-20 18:03:39
6797,automatic,sleeper.com,Week 10,Justin,Herbert,QB,LAC,20.9,2025-11-20 18:03:39
9221,automatic,sleeper.com,Week 11,Jahmyr,Gibbs,RB,DET,20.9,2025-11-20 18:03:39
9493,automatic,firstdown.studio,Week 11,Puka,Nacua,WR,LAR,20.9,2025-11-20 18:03:39
9493,automatic,fanduel.com,Week 11,Puka,Nacua,WR,LAR,20.9,2025-11-20 18:03:39
9509,automatic,sleeper.com,Week 12,Bijan,Robinson,RB,ATL,20.9,2025-11-20 18:03:39
11564,automatic,espn.com,Week 10,Drake,Maye,QB,NE,20.8,2025-11-20 18:03:39
96,automatic,sleeper.com,Week 11,Aaron,Rodgers,QB,PIT,20.8,2025-11-20 18:03:39
2307,automatic,sleeper.com,Week 11,Marcus,Mariota,QB,WAS,20.8,2025-11-20 18:03:39
9493,automatic,espn.com,Week 12,Puka,Nacua,WR,LAR,20.8,2025-11-20 18:03:39
6904,automatic,fantasypros.com,Week 12,Jalen,Hurts,QB,PHI,20.8,2025-11-20 18:03:39
9509,automatic,fantasypros.com,Week 12,Bijan,Robinson,RB,ATL,20.8,2025-11-20 18:03:39
6797,automatic,fantasypros.com,Week 10,Justin,Herbert,QB,LAC,20.7,2025-11-20 18:03:39
9493,automatic,fantasypros.com,Week 10,Puka,Nacua,WR,LAR,20.7,2025-11-20 18:03:39
6786,automatic,sleeper.com,Week 11,CeeDee,Lamb,WR,DAL,20.7,2025-11-20 18:03:39
4984,automatic,espn.com,Week 11,Josh,Allen,QB,BUF,20.7,2025-11-20 18:03:39
421,automatic,sleeper.com,Week 12,Matthew,Stafford,QB,LAR,20.7,2025-11-20 18:03:39
96,automatic,sleeper.com,Week 12,Aaron,Rodgers,QB,PIT,20.7,2025-11-20 18:03:39
6904,automatic,fanduel.com,Week 11,Jalen,Hurts,QB,PHI,20.64,2025-11-20 18:03:39
9509,automatic,fanduel.com,Week 11,Bijan,Robinson,RB,ATL,20.61,2025-11-20 18:03:39
9509,automatic,espn.com,Week 10,Bijan,Robinson,RB,ATL,20.6,2025-11-20 18:03:39
9509,automatic,fantasypros.com,Week 10,Bijan,Robinson,RB,ATL,20.6,2025-11-20 18:03:39
7547,automatic,fantasypros.com,Week 10,Amon-Ra,St. Brown,WR,DET,20.6,2025-11-20 18:03:39
9488,automatic,firstdown.studio,Week 10,J.,Smith-Njigba,WR,SEA,20.6,2025-11-20 18:03:39
9509,automatic,espn.com,Week 11,Bijan,Robinson,RB,ATL,20.6,2025-11-20 18:03:39
6904,automatic,fantasypros.com,Week 10,Jalen,Hurts,QB,PHI,20.5,2025-11-20 18:03:39
6813,automatic,firstdown.studio,Week 10,Jonathan,Taylor,RB,IND,20.5,2025-11-20 18:03:39
11565,automatic,sleeper.com,Week 11,J.J.,McCarthy,QB,MIN,20.5,2025-11-20 18:03:39
11563,automatic,sleeper.com,Week 11,Bo,Nix,QB,DEN,20.5,2025-11-20 18:03:39
9493,automatic,espn.com,Week 11,Puka,Nacua,WR,LAR,20.5,2025-11-20 18:03:39
19,automatic,fantasypros.com,Week 11,Joe,Flacco,QB,CIN,20.5,2025-11-20 18:03:39
9488,automatic,sleeper.com,Week 12,Jaxon,Smith-Njigba,WR,SEA,20.5,2025-11-20 18:03:39
6813,automatic,espn.com,Week 12,Jonathan,Taylor,RB,IND,20.5,2025-11-20 18:03:39
9509,automatic,firstdown.studio,Week 10,Bijan,Robinson,RB,ATL,20.4,2025-11-20 18:03:39
4881,automatic,espn.com,Week 11,Lamar,Jackson,QB,BAL,20.4,2025-11-20 18:03:39
6904,automatic,firstdown.studio,Week 11,Jalen,Hurts,QB,PHI,20.4,2025-11-20 18:03:39
4892,automatic,sleeper.com,Week 12,Baker,Mayfield,QB,TB,20.4,2025-11-20 18:03:39
4046,automatic,fantasypros.com,Week 12,Patrick,Mahomes II,QB,KC,20.4,2025-11-20 18:03:39
8183,automatic,fanduel.com,Week 12,Brock,Purdy,QB,SF,20.34,2025-11-20 18:03:39
9488,automatic,firstdown.studio,Week 11,J.,Smith-Njigba,WR,SEA,20.3,2025-11-20 18:03:39
3163,automatic,sleeper.com,Week 12,Jared,Goff,QB,DET,20.3,2025-11-20 18:03:39
8183,automatic,espn.com,Week 12,Brock,Purdy,QB,SF,20.3,2025-11-20 18:03:39
4046,automatic,fanduel.com,Week 12,Patrick,Mahomes,QB,KC,20.26,2025-11-20 18:03:39
12508,automatic,fantasypros.com,Week 10,Jaxson,Dart,QB,NYG,20.2,2025-11-20 18:03:39
7547,automatic,espn.com,Week 11,Amon-Ra,St. Brown,WR,DET,20.2,2025-11-20 18:03:39
7547,automatic,espn.com,Week 12,Amon-Ra,St. Brown,WR,DET,20.2,2025-11-20 18:03:39
6797,automatic,fanduel.com,Week 11,Justin,Herbert,QB,LAC,20.11,2025-11-20 18:03:39
8183,automatic,sleeper.com,Week 10,Brock,Purdy,QB,SF,20.1,2025-11-20 18:03:39
6797,automatic,espn.com,Week 10,Justin,Herbert,QB,LAC,20.1,2025-11-20 18:03:39
5850,automatic,sleeper.com,Week 11,Josh,Jacobs,RB,GB,20.1,2025-11-20 18:03:39
5870,automatic,sleeper.com,Week 12,Daniel,Jones,QB,IND,20.1,2025-11-20 18:03:39
5870,automatic,espn.com,Week 10,Daniel,Jones,QB,IND,20.0,2025-11-20 18:03:39
6813,automatic,fantasypros.com,Week 10,Jonathan,Taylor,RB,IND,20.0,2025-11-20 18:03:39
11564,automatic,firstdown.studio,Week 10,Drake,Maye,QB,NE,20.0,2025-11-20 18:03:39
11560,automatic,fantasypros.com,Week 11,Caleb,Williams,QB,CHI,20.0,2025-11-20 18:03:39
4034,automatic,fantasypros.com,Week 11,Christian,McCaffrey,RB,SF,20.0,2025-11-20 18:03:39
4046,automatic,firstdown.studio,Week 11,Patrick,Mahomes,QB,KC,20.0,2025-11-20 18:03:39
9509,automatic,firstdown.studio,Week 11,Bijan,Robinson,RB,ATL,20.0,2025-11-20 18:03:39
7591,automatic,sleeper.com,Week 10,Justin,Fields,QB,NYJ,19.9,2025-11-20 18:03:39
6794,automatic,espn.com,Week 10,Justin,Jefferson,WR,MIN,19.9,2025-11-20 18:03:39
11563,automatic,fantasypros.com,Week 10,Bo,Nix,QB,DEN,19.9,2025-11-20 18:03:39
3163,automatic,sleeper.com,Week 11,Jared,Goff,QB,DET,19.9,2025-11-20 18:03:39
6797,automatic,firstdown.studio,Week 11,Justin,Herbert,QB,LAC,19.9,2025-11-20 18:03:39
5870,automatic,espn.com,Week 12,Daniel,Jones,QB,IND,19.9,2025-11-20 18:03:39
421,automatic,fantasypros.com,Week 12,Matthew,Stafford,QB,LAR,19.9,2025-11-20 18:03:39
9488,automatic,fantasypros.com,Week 12,Jaxon,Smith-Njigba,WR,SEA,19.9,2025-11-20 18:03:39
7547,automatic,fantasypros.com,Week 12,Amon-Ra,St. Brown,WR,DET,19.9,2025-11-20 18:03:39
9221,automatic,fanduel.com,Week 12,Jahmyr,Gibbs,RB,DET,19.81,2025-11-20 18:03:39
8138,automatic,fanduel.com,Week 10,James,Cook,RB,BUF,19.8,2025-11-20 18:03:39
9226,automatic,sleeper.com,Week 10,De'Von,Achane,RB,MIA,19.8,2025-11-20 18:03:39
9509,automatic,sleeper.com,Week 10,Bijan,Robinson,RB,ATL,19.8,2025-11-20 18:03:39
2307,automatic,sleeper.com,Week 10,Marcus,Mariota,QB,WAS,19.8,2025-11-20 18:03:39
8112,automatic,espn.com,Week 10,Drake,London,WR,ATL,19.8,2025-11-20 18:03:39
4943,automatic,sleeper.com,Week 12,Sam,Darnold,QB,SEA,19.8,2025-11-20 18:03:39
9493,automatic,sleeper.com,Week 12,Puka,Nacua,WR,LAR,19.8,2025-11-20 18:03:39
7523,automatic,sleeper.com,Week 12,Trevor,Lawrence,QB,JAX,19.8,2025-11-20 18:03:39
3257,automatic,sleeper.com,Week 12,Jacoby,Brissett,QB,ARI,19.8,2025-11-20 18:03:39
8138,automatic,fanduel.com,Week 11,James,Cook,RB,BUF,19.65,2025-11-20 18:03:39
421,automatic,sleeper.com,Week 10,Matthew,Stafford,QB,LAR,19.6,2025-11-20 18:03:39
421,automatic,espn.com,Week 10,Matthew,Stafford,QB,LAR,19.6,2025-11-20 18:03:39
4892,automatic,fantasypros.com,Week 10,Baker,Mayfield,QB,TB,19.6,2025-11-20 18:03:39
6768,automatic,sleeper.com,Week 11,Tua,Tagovailoa,QB,MIA,19.6,2025-11-20 18:03:39
6797,automatic,espn.com,Week 11,Justin,Herbert,QB,LAC,19.6,2025-11-20 18:03:39
9226,automatic,fantasypros.com,Week 11,De'Von,Achane,RB,MIA,19.6,2025-11-20 18:03:39
421,automatic,espn.com,Week 12,Matthew,Stafford,QB,LAR,19.6,2025-11-20 18:03:39
9493,automatic,fanduel.com,Week 12,Puka,Nacua,WR,LAR,19.53,2025-11-20 18:03:39
11560,automatic,espn.com,Week 10,Caleb,Williams,QB,CHI,19.5,2025-11-20 18:03:39
9226,automatic,fantasypros.com,Week 10,De'Von,Achane,RB,MIA,19.5,2025-11-20 18:03:39
6797,automatic,firstdown.studio,Week 10,Justin,Herbert,QB,LAC,19.5,2025-11-20 18:03:39
11560,automatic,espn.com,Week 11,Caleb,Williams,QB,CHI,19.5,2025-11-20 18:03:39
6794,automatic,espn.com,Week 11,Justin,Jefferson,WR,MIN,19.5,2025-11-20 18:03:39
6804,automatic,fantasypros.com,Week 11,Jordan,Love,QB,GB,19.5,2025-11-20 18:03:39
12508,automatic,espn.com,Week 12,Jaxson,Dart,QB,NYG,19.5,2025-11-20 18:03:39
11564,automatic,fanduel.com,Week 10,Drake,Maye,QB,NE,19.49,2025-11-20 18:03:39
9221,automatic,fanduel.com,Week 10,Jahmyr,Gibbs,RB,DET,19.47,2025-11-20 18:03:39
8138,automatic,fanduel.com,Week 12,James,Cook,RB,BUF,19.46,2025-11-20 18:03:39
4943,automatic,sleeper.com,Week 10,Sam,Darnold,QB,SEA,19.4,2025-11-20 18:03:39
9758,automatic,sleeper.com,Week 11,C.J.,Stroud,QB,HOU,19.4,2025-11-20 18:03:39
7021,automatic,espn.com,Week 11,Rico,Dowdle,RB,CAR,19.4,2025-11-20 18:03:39
6786,automatic,espn.com,Week 11,CeeDee,Lamb,WR,DAL,19.4,2025-11-20 18:03:39
7547,automatic,sleeper.com,Week 12,Amon-Ra,St. Brown,WR,DET,19.4,2025-11-20 18:03:39
3163,automatic,fantasypros.com,Week 12,Jared,Goff,QB,DET,19.4,2025-11-20 18:03:39
7547,automatic,firstdown.studio,Week 10,A.,St. Brown,WR,DET,19.3,2025-11-20 18:03:39
421,automatic,sleeper.com,Week 11,Matthew,Stafford,QB,LAR,19.3,2025-11-20 18:03:39
7547,automatic,sleeper.com,Week 11,Amon-Ra,St. Brown,WR,DET,19.3,2025-11-20 18:03:39
6904,automatic,fanduel.com,Week 12,Jalen,Hurts,QB,PHI,19.21,2025-11-20 18:03:39
11560,automatic,fantasypros.com,Week 10,Caleb,Williams,QB,CHI,19.2,2025-11-20 18:03:39
9509,automatic,fantasypros.com,Week 11,Bijan,Robinson,RB,ATL,19.2,2025-11-20 18:03:39
421,automatic,firstdown.studio,Week 11,Matthew,Stafford,QB,LAR,19.2,2025-11-20 18:03:39
11563,automatic,espn.com,Week 10,Bo,Nix,QB,DEN,19.1,2025-11-20 18:03:39
4943,automatic,sleeper.com,Week 11,Sam,Darnold,QB,SEA,19.1,2025-11-20 18:03:39
4984,automatic,espn.com,Week 12,Josh,Allen,QB,BUF,19.1,2025-11-20 18:03:39
7564,automatic,fanduel.com,Week 11,Ja'Marr,Chase,WR,CIN,19.08,2025-11-20 18:03:39
3163,automatic,fanduel.com,Week 12,Jared,Goff,QB,DET,19.05,2025-11-20 18:03:39
7591,automatic,sleeper.com,Week 11,Justin,Fields,QB,NYJ,19.0,2025-11-20 18:03:39
8228,automatic,espn.com,Week 11,Jaylen,Warren,RB,PIT,19.0,2025-11-20 18:03:39
2307,automatic,fantasypros.com,Week 11,Marcus,Mariota,QB,WAS,19.0,2025-11-20 18:03:39
3294,automatic,firstdown.studio,Week 11,Dak,Prescott,QB,DAL,19.0,2025-11-20 18:03:39
6786,automatic,firstdown.studio,Week 11,CeeDee,Lamb,WR,DAL,19.0,2025-11-20 18:03:39
4892,automatic,fanduel.com,Week 10,Baker,Mayfield,QB,TB,18.94,2025-11-20 18:03:39
6904,automatic,fanduel.com,Week 10,Jalen,Hurts,QB,PHI,18.94,2025-11-20 18:03:39
421,automatic,firstdown.studio,Week 10,Matthew,Stafford,QB,LAR,18.9,2025-11-20 18:03:39
96,automatic,espn.com,Week 11,Aaron,Rodgers,QB,PIT,18.9,2025-11-20 18:03:39
8130,automatic,espn.com,Week 11,Trey,McBride,TE,ARI,18.9,2025-11-20 18:03:39
12545,automatic,sleeper.com,Week 12,Tyler,Shough,QB,NO,18.9,2025-11-20 18:03:39
8183,automatic,fantasypros.com,Week 12,Brock,Purdy,QB,SF,18.9,2025-11-20 18:03:39
4046,automatic,fanduel.com,Week 11,Patrick,Mahomes,QB,KC,18.89,2025-11-20 18:03:39
1373,automatic,sleeper.com,Week 10,Geno,Smith,QB,LV,18.8,2025-11-20 18:03:39
3163,automatic,firstdown.studio,Week 10,Jared,Goff,QB,DET,18.8,2025-11-20 18:03:39
12508,automatic,firstdown.studio,Week 10,Jaxson,Dart,QB,NYG,18.8,2025-11-20 18:03:39
7564,automatic,sleeper.com,Week 11,Ja'Marr,Chase,WR,CIN,18.8,2025-11-20 18:03:39
7523,automatic,sleeper.com,Week 11,Trevor,Lawrence,QB,JAX,18.8,2025-11-20 18:03:39
12527,automatic,espn.com,Week 11,Ashton,Jeanty,RB,LV,18.8,2025-11-20 18:03:39
8112,automatic,espn.com,Week 11,Drake,London,WR,ATL,18.8,2025-11-20 18:03:39
5850,automatic,fantasypros.com,Week 11,Josh,Jacobs,RB,GB,18.8,2025-11-20 18:03:39
8183,automatic,fanduel.com,Week 11,Brock,Purdy,QB,SF,18.73,2025-11-20 18:03:39
421,automatic,fanduel.com,Week 12,Matthew,Stafford,QB,LAR,18.73,2025-11-20 18:03:39
11560,automatic,fanduel.com,Week 10,Caleb,Williams,QB,CHI,18.72,2025-11-20 18:03:39
421,automatic,fanduel.com,Week 10,Matthew,Stafford,QB,LAR,18.7,2025-11-20 18:03:39
7523,automatic,sleeper.com,Week 10,Trevor,Lawrence,QB,JAX,18.7,2025-11-20 18:03:39
3163,automatic,espn.com,Week 10,Jared,Goff,QB,DET,18.7,2025-11-20 18:03:39
5870,automatic,fantasypros.com,Week 10,Daniel,Jones,QB,IND,18.7,2025-11-20 18:03:39
4892,automatic,firstdown.studio,Week 10,Baker,Mayfield,QB,TB,18.7,2025-11-20 18:03:39
6804,automatic,sleeper.com,Week 11,Jordan,Love,QB,GB,18.7,2025-11-20 18:03:39
7021,automatic,espn.com,Week 12,Rico,Dowdle,RB,CAR,18.7,2025-11-20 18:03:39
6797,automatic,fanduel.com,Week 10,Justin,Herbert,QB,LAC,18.69,2025-11-20 18:03:39
11565,automatic,fanduel.com,Week 11,J.J.,McCarthy,QB,MIN,18.69,2025-11-20 18:03:39
3294,automatic,fanduel.com,Week 11,Dak,Prescott,QB,DAL,18.67,2025-11-20 18:03:39
6786,automatic,fanduel.com,Week 11,CeeDee,Lamb,WR,DAL,18.66,2025-11-20 18:03:39
11563,automatic,fanduel.com,Week 10,Bo,Nix,QB,DEN,18.62,2025-11-20 18:03:39
8138,automatic,fantasypros.com,Week 10,James,Cook III,RB,BUF,18.6,2025-11-20 18:03:39
2306,automatic,sleeper.com,Week 11,Jameis,Winston,QB,NYG,18.6,2025-11-20 18:03:39
